,Event,Height,BMI,Age,GDP,x,y
111,Judo Men's Middleweight,0.19157881385944145,0.9290874731478589,-0.2678111665133762,-0.4454578130503325,-0.20906926958732783,-0.7952842337257602
112,Judo Men's Open Class,0.866493118609137,2.0703648549569595,0.024227416041552485,-0.6733376204490652,-0.07831083807913,-2.3759392397937926
113,Modern Pentathlon Men's Individual,0.19157881385944145,-0.5326131118460489,0.024227416041552485,-0.5521873523669015,-0.365177921749052,0.23567594599356817
114,Modern Pentathlon Men's Team,0.05659595290950233,-0.5443312470024999,0.024227416041552485,-0.5975098976711388,-0.3901174023345273,0.36536865030774884
115,Rowing Men's Coxed Eights,1.5414074233588326,0.14369941191330443,-0.2678111665133762,-0.4639452998223224,-0.4713196823556303,-1.3737238948956343
116,Rowing Men's Coxed Fours,1.1364588405090152,0.09479562365194918,-0.559849749068305,-0.5919535137884561,-0.705896369226883,-1.0191826961289225
117,Rowing Men's Coxed Pairs,1.0014759795590762,0.01001142790885772,-0.559849749068305,-0.636119005550155,-0.7433017731721208,-0.8667680316660702
118,Rowing Men's Coxless Fours,1.5414074233588326,0.21575657530879383,-0.2678111665133762,-0.21423413852325637,-0.2958013697965239,-1.3841447127946742
119,Rowing Men's Coxless Pairs,1.5414074233588326,0.14369941191330443,-0.2678111665133762,-0.16009283622099285,-0.27802821474355793,-1.3595637010606658
120,Rowing Men's Double Sculls,1.5414074233588326,0.1981826862812856,-0.2678111665133762,-0.17849177980848122,-0.2758023304041284,-1.377781576479559
121,Rowing Men's Lightweight Coxless Fours,0.731510257659198,-0.9453399027750924,0.3162659985964812,2.5003631533265662,2.6002305874152647,-0.6364404274108081
122,Rowing Men's Lightweight Double Sculls,0.3265616748093806,-0.704125811006124,0.024227416041552485,1.759904534203757,1.6436407589804458,-0.4020286041425365
123,Rowing Men's Quadruple Sculls,1.6763902843087717,0.3225109610748974,-0.2678111665133762,0.8625767111384294,0.7575279940787518,-1.5900441802720542
124,Rowing Men's Single Sculls,1.4064245624088936,0.28388094294520255,-0.2678111665133762,-0.294766603540434,-0.3159085777945089,-1.2858407555220133
125,Rugby Sevens Men's Rugby Sevens,0.731510257659198,1.148761863884977,0.024227416041552485,1.888998764688386,1.7100523320037402,-1.5774182170261706
126,Sailing Men's One Person Dinghy,0.866493118609137,0.37797477785487754,0.3162659985964812,1.3826023996740082,1.3403401955550267,-0.97413388081849
127,Sailing Men's One Person Heavyweight Dinghy,1.4064245624088936,1.0427923944278938,0.9003431637063387,2.3712081635719775,2.519775647758802,-1.8294765047342607
128,Sailing Men's Skiff,0.3265616748093806,-0.17638026375001084,0.60830458115141,3.4639698159146945,3.4546079415795115,-0.7773322534209054
129,Sailing Men's Two Person Dinghy,-0.07838690804043678,-0.8150508059274929,0.3162659985964812,1.3272271988382143,1.3284509620212566,0.10460799713584498
130,Sailing Men's Two Person Keelboat,1.2714417014589543,1.2380593637262756,2.9446132415908397,3.4555376662642874,4.819270420926477,-1.1506978363053801
131,Sailing Men's Windsurfer,0.05659595290950233,-0.6122978984909093,-0.2678111665133762,0.4949861511213328,0.22094187632196216,0.09285376811665094
132,Sailing Mixed 5.5 metres,-0.07838690804043678,0.21802278076467624,2.360536076480982,-0.7908933813376031,1.6498676124420601,1.8581268536881328
133,Sailing Mixed Multihull,0.19157881385944145,-0.3803114344746689,1.1923817462612674,0.9286673032081267,1.4696249822109637,0.30633198216888674
134,Sailing Mixed One Person Dinghy,0.4615445357593197,0.3750554051311362,0.3162659985964812,-0.5185072970558945,0.058134339383953224,-0.3710869557689637
135,Sailing Mixed Skiff,0.19157881385944145,-0.32589592228625325,0.60830458115141,2.6804048148629924,2.6962567018514845,-0.5004809172771316
136,Sailing Mixed Three Person Keelboat,0.19157881385944145,0.3099520314479392,1.4844203288161961,-0.5823710048058793,1.0657584180995263,0.9579273429282302
